"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901991","negative regulation of mitotic cell cycle phase transition","28/2445","143/23210",0.000899581785746244,0.00526622878075963,0.00323779436503998,"Plk3/Cdkn1a/Fam107a/Pml/Khdc3/Tpra1/Ripk1/Zfp655/Miip/Dgkz/Chek1/Mdm2/Donson/Usp47/Sox4/Ccl12/Nbn/Mbd4/Ctdspl/Ier3/Zc3h12d/Klf4/Rgcc/Prkdc/Casp2/Dcun1d3/Zfp36l2/Cradd",28
"GO:0010951","negative regulation of endopeptidase activity","33/2445","178/23210",0.000903991999611466,0.00528067112953869,0.00324667384169045,"Ptgs2/Thbs1/Birc3/Plaur/Serpine1/Serpina3m/Rffl/Nol3/Picalm/Gapdh/Vtn/Serpina3n/Arrb1/Mdm2/Timp1/Serpina3i/Usp47/Ltf/Herpud1/Sfrp2/Ddx3x/Il6/Snca/Cd44/Serpinb10/Fabp1/Siah2/Adora2a/Klf4/Serpina1d/Hgf/Nr4a1/Rps6ka3",33
"GO:0006023","aminoglycan biosynthetic process","14/2445","53/23210",0.00090731371683998,0.00528067112953869,0.00324667384169045,"Ptger4/Has1/Hyal1/Angpt1/Pdgfrb/Chst7/B3gnt3/B3gnt7/B4galt5/Extl2/Slc35d1/Chst12/Chst3/Ugdh",14
"GO:0034113","heterotypic cell-cell adhesion","14/2445","53/23210",0.00090731371683998,0.00528067112953869,0.00324667384169045,"Tnfaip3/Itga7/Tnf/Apoa1/Cd44/Itgav/Itga5/Cd2/Thy1/Klf4/Itgb7/Gcnt2/Ptprc/Dsp",14
"GO:0061383","trabecula morphogenesis","14/2445","53/23210",0.00090731371683998,0.00528067112953869,0.00324667384169045,"Hey1/Tek/Sbno2/Hey2/Dll4/Ccm2l/Srf/Fgfr3/Wnt10b/Heg1/Bmp5/Fhl2/S1pr1/Tgfbr1",14
"GO:1904705","regulation of vascular smooth muscle cell proliferation","14/2445","53/23210",0.00090731371683998,0.00528067112953869,0.00324667384169045,"Hmox1/Cdkn1a/Apln/Edn1/Nr4a3/Nqo2/Hpgd/Ern1/Tnf/Mdm2/Fgf2/Camk2d/Sod2/Mef2c",14
"GO:1990874","vascular smooth muscle cell proliferation","14/2445","53/23210",0.00090731371683998,0.00528067112953869,0.00324667384169045,"Hmox1/Cdkn1a/Apln/Edn1/Nr4a3/Nqo2/Hpgd/Ern1/Tnf/Mdm2/Fgf2/Camk2d/Sod2/Mef2c",14
"GO:0009225","nucleotide-sugar metabolic process","10/2445","31/23210",0.000912317363836303,0.00529954237023829,0.00325827629941537,"Gfpt2/Gnpnat1/Uap1/Ugp2/Cmas/Extl2/B3galnt2/Gnpda1/Galt/Ugdh",10
"GO:0042036","negative regulation of cytokine biosynthetic process","10/2445","31/23210",0.000912317363836303,0.00529954237023829,0.00325827629941537,"Bcl3/Errfi1/Inhbb/Nmi/Trib2/Il6/Zfp36/Klf4/Lag3/Ptprc",10
"GO:0046545","development of primary female sexual characteristics","24/2445","116/23210",0.000913248313390283,0.00529983447442886,0.00325845589155646,"Gnrh1/Ptger4/Serpine1/Bmp4/Tiparp/Kit/Esr2/Nupr1/Angpt1/Lfng/Arrb1/Inhba/Fgf7/Kdr/Ahr/Cebpb/Dach1/Ermp1/Adrm1/Fzd4/Arid5b/Bcl2l1/Sirt1/Bmpr1b",24
"GO:0006026","aminoglycan catabolic process","9/2445","26/23210",0.000925589114896058,0.00536627677595807,0.00329930609356013,"Hyal1/Cemip2/Sgsh/Hyal2/Cd44/Fgf2/Chil4/Chia1/Ovgp1",9
"GO:0033627","cell adhesion mediated by integrin","16/2445","65/23210",0.000931495746132634,0.00539532377307622,0.00331716483223363,"Epha2/Serpine1/Icam1/Itgb6/Efna1/Vtn/Itgb5/Ptpn11/Itgav/Itga5/Ada/Lpxn/Ccl5/Itgb7/Crk/Dpp4",16
"GO:0006165","nucleoside diphosphate phosphorylation","22/2445","103/23210",0.000941610586064731,0.00543820778017039,0.00334353087182294,"Hk2/Myc/Stat3/Hkdc1/Ppargc1a/Bpgm/Cmpk2/Nupr1/P2rx7/Gapdh/Pfkfb2/Slc4a1/Pgk1/Ier3/Jmjd8/Foxk1/Hif1a/Hdac4/Entpd5/Ddit4/Galt/Eif6",22
"GO:0009953","dorsal/ventral pattern formation","22/2445","103/23210",0.000941610586064731,0.00543820778017039,0.00334353087182294,"Smad6/Ptch1/Edn1/Bmp4/Gli2/Grem2/Lrp4/Axin2/Hoxa2/Ddit3/Dll4/Hhip/Wnt3a/Fuz/Senp2/Gas1/Tgif1/Foxa2/Smo/Ift172/Arl13b/Bmpr1b",22
"GO:1900542","regulation of purine nucleotide metabolic process","22/2445","103/23210",0.000941610586064731,0.00543820778017039,0.00334353087182294,"Myc/Pdk4/Stat3/Slc25a33/Ppargc1a/Adora2b/Pid1/Nupr1/P2rx7/Pdk2/Snca/Pgk1/Ier3/Jmjd8/Hif1a/Bcl2l1/Hdac4/Vcp/Entpd5/Ddit4/Slc25a23/Eif6",22
"GO:0046879","hormone secretion","58/2445","365/23210",0.000970357515326172,0.00559886052467201,0.00344230374564414,"Tbx3/Fgfr4/Ffar4/Ptger4/Anxa1/Apln/Npy1r/Adm/Glp1r/Edn1/Sox11/Gja1/Cckar/Cacna1d/Exoc3l/Vsnl1/Gata3/Hmgcr/Irs2/G6pc2/Cry1/Pfkfb2/Tnf/Adcy8/Bmp6/Inhbb/Arrb1/Inhba/Lrp2/Sox4/Ptpn11/Hadh/Mcu/Il6/Egfr/Hfe/Pde3b/Lepr/Fgf23/Piwil4/Tiam1/Nr1d1/Tm7sf3/Stxbp4/Fzd4/Adra2a/Adora2a/Hif1a/Selenom/Hcar2/Foxa2/Ccl5/Lif/Dgat1/Sirt1/Cpt1a/Aacs/Cftr",58
"GO:0055023","positive regulation of cardiac muscle tissue growth","12/2445","42/23210",0.000980957306355418,0.00565459872571543,0.0034765728290374,"Adrb1/Tbx2/Wnt2/Edn1/Fgfr2/Hey2/Tbx5/Pim1/Fgf2/Sirt1/Mef2c/Nr3c1",12
"GO:0006109","regulation of carbohydrate metabolic process","34/2445","186/23210",0.000985751011055922,0.0056767938607986,0.00349021889082001,"Myc/Ptger4/Pdk4/Sesn2/Ptpn2/Stat3/C1qtnf2/Ppargc1a/Nupr1/P2rx7/Irs2/Cry1/Pfkfb2/Ppp4r3a/Mir143/Wdr5/Pdk2/Ranbp2/Il6/Snca/Lepr/Nr1d1/Ier3/Jmjd8/Cox11/Foxk1/Hif1a/Hdac4/Foxa2/Entpd5/Sirt1/Ddit4/Nr3c1/Eif6",34
"GO:0034103","regulation of tissue remodeling","19/2445","84/23210",0.000992732604981957,0.00570579947057603,0.00350805218363764,"Ptger4/Pdk4/Rock2/Gja1/Pml/B4galt1/P2rx7/Fgfr3/Suco/Klf6/Ceacam1/Il6/Egfr/Adam8/Lepr/Itgav/Erg/Tnfrsf11b/S1pr1",19
"GO:2001057","reactive nitrogen species metabolic process","19/2445","84/23210",0.000992732604981957,0.00570579947057603,0.00350805218363764,"Ptgs2/Klf2/Rock2/Tlr2/Tlr4/Icam1/Hsp90aa1/Mmp8/Tnf/Zc3h12a/Klrk1/Il6/Tlr5/Tlr6/Klf4/Cx3cr1/Ddah1/Sod2/Cd34",19
"GO:0001776","leukocyte homeostasis","23/2445","110/23210",0.000993632077960066,0.00570579947057603,0.00350805218363764,"Slc7a11/Anxa1/Tnfaip3/Spns2/Ccnb2/Bcl10/P2rx7/Cxcl5/Ahr/Ceacam1/Il6/Fcer1g/Cd44/Fas/Ada/Hif1a/Hcar2/Itpkb/Chst3/Skil/Ccr2/Mef2c/Cxcr2",23
"GO:0034404","nucleobase-containing small molecule biosynthetic process","32/2445","172/23210",0.00100811134656437,0.00578342619983258,0.00355577882010312,"Hk2/Myc/Nudt7/Stat3/Ctps/Hkdc1/Ppargc1a/Bpgm/Pde9a/Nupr1/P2rx7/Gapdh/Pfkfb2/Nt5e/Slc4a1/Pde5a/Nme3/Pgk1/Hddc3/Ada/Ier3/Jmjd8/Foxk1/Hif1a/Hdac4/Ldha/Vcp/Entpd5/Ddit4/Galt/Acat1/Eif6",32
"GO:0048525","negative regulation of viral process","21/2445","97/23210",0.00101331846400606,0.00580223645707753,0.00356734378384627,"Rsad2/Pml/Zfp809/Tnf/Trim15/Stat1/Tfap4/Vapa/Zc3h12a/Ltf/Ceacam1/Trim25/Nbn/Srpk1/Oas1c/Oas1g/Zfp36/Ccl5/Oasl2/Apobec3/Mid2",21
"GO:0048644","muscle organ morphogenesis","21/2445","97/23210",0.00101331846400606,0.00580223645707753,0.00356734378384627,"Mylk/Wnt2/Hey1/Fgfr2/Hey2/Smad7/Dll4/Ccm2l/Angpt1/Ankrd1/Mir143/Lrp2/Wnt5a/Heg1/Ptcd2/Mybpc3/Arid5b/Lif/S1pr1/Dsp/Tgfbr1",21
"GO:0016055","Wnt signaling pathway","66/2445","428/23210",0.00101988323579804,0.0058342750123884,0.00358704179890945,"Snai2/Myc/Wnt2/Fzd7/Tnfaip3/Stk4/Tlr2/Invs/Fgfr2/Lrp4/Thra/Axin2/Rnf213/Shisa2/Lrrk2/Ddit3/Abl2/Pygo1/Lrrfip2/Gata3/Wnt3a/Scyl2/Csnk2a2/Prickle1/Fgfr3/Tsku/Ptk7/Mgat3/Wnt10b/Fuz/Apcdd1/Bcl9/Calcoco1/Atp6v1c2/Senp2/Usp47/Sox4/Sox17/Sfrp2/Ddx3x/Fbxw11/Egfr/Wnt5a/Dixdc1/Cd44/Ptpro/Gpc3/Fgf2/Tiam1/Siah2/Fzd4/Klf4/Mir195a/Vcp/Spin1/Adgra2/Frat2/Mir224/Pygo2/Tle2/Cdk14/Rspo1/Mir196a-2/Notum/Dvl3/Mir20a",66
"GO:0036293","response to decreased oxygen levels","40/2445","230/23210",0.00103164515631527,0.00589595493894139,0.0036249639870527,"Plk3/Hmox1/Myc/Edn1/Atp1b1/Alas2/Rock2/Tek/Bnip3/Fosl2/Pml/Nfe2l2/Nol3/Kcnk2/Ednra/Bach1/Kdr/Sox4/Vegfd/Sod3/Hif3a/Adam8/Eif4ebp1/Fabp1/Pgk1/Ada/Npepps/Rgcc/Hif1a/Kcnk3/Ddah1/Cpeb2/Camk2d/Slc8a1/Sirt1/Cd34/Ddit4/Cybb/Dpp4/Cpeb4",40
"GO:0051283","negative regulation of sequestering of calcium ion","24/2445","117/23210",0.00103622624618228,0.00591651759916978,0.00363760636705354,"Glp1r/Tpcn2/Aplnr/Ddit3/Nol3/P2rx7/Bdkrb1/Ednra/Plcb2/Cx3cl1/Snca/Gsto1/Itgav/Cxcl10/Gstm7/Fgf2/Thy1/Ero1l/Fasl/Camk2d/Cd19/Slc8a1/Ptprc/Plce1",24
"GO:0043507","positive regulation of JUN kinase activity","18/2445","78/23210",0.00104225015615058,0.00594527150683807,0.00365528490782666,"Edn1/Samd5/Ptpn1/Ripk1/Ern1/Tnf/Epha4/Wnt5a/Tlr6/Traf2/Map4k2/Tiam1/Dusp19/Fzd4/Mlkl/Map2k4/Fgd2/Dvl3",18
"GO:0072522","purine-containing compound biosynthetic process","42/2445","245/23210",0.00105376564805296,0.00600526673293815,0.003692171304731,"Hk2/Myc/Pdk4/Stat3/Gucy1b1/Hkdc1/Ppargc1a/Bpgm/Gucy1a1/Adora2b/Pid1/Nupr1/P2rx7/Pank1/Gapdh/Pfkfb2/Nt5e/Adcy8/Ampd3/Pdk2/Slc4a1/Acsl4/Snca/Nme3/Ampd1/Pgk1/Ada/Ak3/Ier3/Jmjd8/Foxk1/Hif1a/Bcl2l1/Hdac4/Vcp/Uqcc3/Oasl2/Entpd5/Ddit4/Galt/Acat1/Eif6",42
"GO:0019318","hexose metabolic process","39/2445","223/23210",0.00106176125412338,0.00603500743806121,0.00371045655048629,"Atf3/Atf4/Hk2/Myc/Pdk4/Sesn2/Chst1/Ptpn2/Npy1r/C1qtnf2/B4galt1/Irs2/G6pc2/Cry1/Gapdh/Pfkfb2/Tnf/Ppp4r3a/Mir143/Pgm5/Wdr5/Pdk2/Ranbp2/Il6/Dcxr/Lepr/Pgk1/Man2b2/Nr1d1/Cox11/Foxk1/Hif1a/Foxa2/Ldha/Gnpda1/Sirt1/Cpt1a/Galt/Nr3c1",39
"GO:0031668","cellular response to extracellular stimulus","39/2445","223/23210",0.00106176125412338,0.00603500743806121,0.00371045655048629,"Atf3/Snai2/Atf4/Cdkn1a/Pdk4/Asns/Fosl1/Sesn2/Fam107a/Lrrk2/Adora2b/Slc2a1/Nfe2l2/P2rx7/Srf/Eif2s1/Bmp6/Inhbb/Angptl4/Sipa1/Pdk2/Zc3h12a/Mapk3/Hspa5/Pik3c2b/Pim1/Sfrp2/Postn/Ppan/Seh1l/Fas/Pik3c2a/Foxa2/Ldha/Sirt1/Ptprc/Rrp8/Alb/Cpeb4",39
"GO:0031648","protein destabilization","13/2445","48/23210",0.00106335009337896,0.00603500743806121,0.00371045655048629,"Id1/Irgm2/Mdm2/Senp2/Sox17/Fbxw11/Snca/Fbxo4/Nr1d1/Ctsh/Mylip/Prkdc/Sirt1",13
"GO:0038066","p38MAPK cascade","13/2445","48/23210",0.00106335009337896,0.00603500743806121,0.00371045655048629,"Gadd45a/Gadd45g/Mapkapk2/Sphk1/Ezr/Map2k3/Per1/Gadd45b/Fgfr3/Zc3h12a/Ptpn22/Zfp36/Hgf",13
"GO:0016051","carbohydrate biosynthetic process","35/2445","194/23210",0.00106652836450933,0.00603500743806121,0.00371045655048629,"Atf3/Atf4/Ppp1r3c/Ptger4/Sesn2/Has1/Ptpn2/Pgd/C1qtnf2/B4galt1/Irs2/G6pc2/Cry1/Gapdh/Ppp4r3a/Wdr5/Pdk2/B3gnt3/Ranbp2/Il6/Snca/Gsto1/B3gnt7/Lepr/Pgk1/Nr1d1/B4galt5/Extl2/Foxk1/Hif1a/Chst12/Gbe1/Gnpda1/Sirt1/Nr3c1",35
"GO:0003184","pulmonary valve morphogenesis","7/2445","17/23210",0.00106700696478849,0.00603500743806121,0.00371045655048629,"Smad6/Hey1/Bmp4/Hey2/Slit2/Jag1/Robo2",7
"GO:0032740","positive regulation of interleukin-17 production","7/2445","17/23210",0.00106700696478849,0.00603500743806121,0.00371045655048629,"Arid5a/Sphk1/Prkcq/Il15/Myd88/Il6/Slamf6",7
"GO:2001170","negative regulation of ATP biosynthetic process","7/2445","17/23210",0.00106700696478849,0.00603500743806121,0.00371045655048629,"Stat3/Ppargc1a/Pid1/Nupr1/Ier3/Hdac4/Ddit4",7
"GO:0002573","myeloid leukocyte differentiation","38/2445","216/23210",0.00109103850353808,0.00616513588196449,0.00379046240665813,"Clec2d/Epha2/Myc/Relb/Ptpn2/Trib1/Lrrc17/Bmp4/Tmem178/F2rl1/Tlr2/Sbno2/Kit/Ccr1/Ripk1/Gata3/Il15/Tnf/Fgfr3/Cd101/Spib/Cd300lf/Tfe3/Tnfsf9/Tcta/Cebpb/Ceacam1/Batf/Adam8/Fcer1g/Gpc3/Rbp1/Junb/Ccl5/Lif/Ccl3/Sirt1/Mef2c",38
"GO:0045746","negative regulation of Notch signaling pathway","11/2445","37/23210",0.00110150304859515,0.00621260107445702,0.00381964506073296,"Chac1/Hey1/Egfl7/Nfkbia/Hey2/Dll4/Lfng/Jag1/Arrb1/Tcim/Numb",11
"GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","11/2445","37/23210",0.00110150304859515,0.00621260107445702,0.00381964506073296,"Snai2/Steap3/Cxcl12/Ackr3/Usp47/Cd44/Snai1/Bcl2l1/March7/Sirt1/Skil",11
"GO:0005996","monosaccharide metabolic process","43/2445","253/23210",0.00110488082215819,0.00622581721699248,0.00382777063856301,"Gclc/Atf3/Atf4/Hk2/Myc/Pdk4/Sesn2/Chst1/Ptpn2/Npy1r/Pgd/C1qtnf2/B4galt1/Irs2/G6pc2/Cry1/Gapdh/Pfkfb2/Tnf/Ppp4r3a/Mir143/Pgm5/Wdr5/Pdk2/Ranbp2/Il6/Gsto1/Dcxr/Lepr/Pgk1/Man2b2/Nr1d1/Cox11/Foxk1/Hif1a/Foxa2/Ldha/Gnpda1/Sirt1/Cpt1a/Galt/Nr3c1/Dhdh",43
"GO:0045599","negative regulation of fat cell differentiation","14/2445","54/23210",0.0011077618346395,0.00623621208686672,0.00383416163532849,"Runx1t1/Jdp2/Ddit3/Gata3/Wnt3a/Tnf/Jag1/Wnt10b/Trib3/Trib2/Wnt5a/Sod2/Sirt1/Zfp36l2",14
"GO:0045824","negative regulation of innate immune response","15/2445","60/23210",0.00112139154459601,0.00630115248868237,0.00387408843604599,"Clec2d/Clec12b/Ptpn2/Tnfaip3/Ccr1/Klrb1b/Nmi/Ceacam1/Sh2d1b1/Lgals9/Ythdf2/Crk/Klre1/Cnot7/Tap1",15
"GO:0071156","regulation of cell cycle arrest","15/2445","60/23210",0.00112139154459601,0.00630115248868237,0.00387408843604599,"Cdkn1a/Slc25a33/Pml/Rassf1/Mdm2/Hsp90ab1/Tfap4/Sox4/Sde2/Cdk4/Cdk5r1/Rgcc/Casp2/Rrp8/Cradd",15
"GO:0042594","response to starvation","31/2445","166/23210",0.00112381892572287,0.0063066333786934,0.0038774582089009,"Atf3/Atf4/Cdkn1a/Pdk4/Asns/Sesn2/Cckar/Lrrk2/Ddit3/Slc2a1/Nfe2l2/Eif2s1/Inhbb/Angptl4/Zc3h12a/Mapk3/Hspa5/Pik3c2b/Bcas3/Seh1l/Hfe/Larp1/Eif4ebp1/Fas/Pik3c2a/Zfp36/Foxk1/Sirt1/Rrp8/Alb/Cpeb4",31
"GO:0045216","cell-cell junction organization","28/2445","145/23210",0.00112446288058126,0.0063066333786934,0.0038774582089009,"Snai2/Epha2/Cldn5/Arvcf/Ramp2/F2rl1/Rock2/Gja1/Cdh11/Srf/Tnf/Grhl1/Actn4/Ceacam1/Heg1/Pdcd6ip/Snai1/Ptpro/Hdac7/Nedd4l/Cldn3/Fscn1/Mpp7/Dsp/Cdh13/Wdr1/Marveld2/Tgfbr1",28
"GO:0046661","male sex differentiation","29/2445","152/23210",0.00112946405217525,0.00632878460520545,0.00389107727471921,"Tbx3/Tcf21/Nup210l/Rec8/Gja1/Smad9/Icam1/Eif2s2/Esr2/Gata3/Nupr1/Ar/Bmp6/Inhba/Kdr/Lrp2/Ago4/Sfrp2/Wnt5a/Bmp5/Abcb1a/Adrm1/Patz1/Arid5b/Bcl2l1/Map7/Sox3/Cftr/Tgfbr1",29
"GO:0071901","negative regulation of protein serine/threonine kinase activity","23/2445","111/23210",0.00113062397735874,0.00632939078673945,0.00389144996858358,"Dusp16/Cdkn1a/Dusp8/Nr2f2/Tnfaip3/Bmp4/Ptpn1/Hmgcr/Hyal2/Tfap4/Cdkn2c/Dtnbp1/Ptpn22/Sfrp2/Uchl1/Spry2/Rgs2/Heg1/Dusp19/Hexim1/Spry1/Sirt1/Spred1",23
"GO:1901293","nucleoside phosphate biosynthetic process","48/2445","291/23210",0.00114873385872356,0.0064247958752773,0.00395010713501596,"Hk2/Myc/Pdk4/Stat3/Ctps/Gucy1b1/Hkdc1/Ppargc1a/Bpgm/Gucy1a1/Adora2b/Pid1/Gars/Cds1/Cmpk2/Nupr1/P2rx7/Pank1/Gapdh/Pfkfb2/Adcy8/Ampd3/Nmnat2/Nadk2/Pdk2/Slc4a1/Acsl4/Snca/Nme3/Ampd1/Pgk1/Ada/Ak3/Ier3/Jmjd8/Foxk1/Hif1a/Bcl2l1/Hdac4/Nampt/Vcp/Uqcc3/Oasl2/Entpd5/Ddit4/Galt/Acat1/Eif6",48
"GO:0198738","cell-cell signaling by wnt","66/2445","430/23210",0.00115174102961363,0.00643563371979091,0.00395677048242379,"Snai2/Myc/Wnt2/Fzd7/Tnfaip3/Stk4/Tlr2/Invs/Fgfr2/Lrp4/Thra/Axin2/Rnf213/Shisa2/Lrrk2/Ddit3/Abl2/Pygo1/Lrrfip2/Gata3/Wnt3a/Scyl2/Csnk2a2/Prickle1/Fgfr3/Tsku/Ptk7/Mgat3/Wnt10b/Fuz/Apcdd1/Bcl9/Calcoco1/Atp6v1c2/Senp2/Usp47/Sox4/Sox17/Sfrp2/Ddx3x/Fbxw11/Egfr/Wnt5a/Dixdc1/Cd44/Ptpro/Gpc3/Fgf2/Tiam1/Siah2/Fzd4/Klf4/Mir195a/Vcp/Spin1/Adgra2/Frat2/Mir224/Pygo2/Tle2/Cdk14/Rspo1/Mir196a-2/Notum/Dvl3/Mir20a",66
"GO:1900407","regulation of cellular response to oxidative stress","19/2445","85/23210",0.00115435781556686,0.00644427210953746,0.00396208155621279,"Slc7a11/Atf4/Gch1/Nr4a3/Tlr4/Lrrk2/Nfe2l2/Nol3/Ripk1/Tnf/Mcl1/Mmp3/Tlr6/Hif1a/Hgf/Fbln5/Sod2/Sirt1/Pawr",19
"GO:0050768","negative regulation of neurogenesis","54/2445","337/23210",0.00117190243946518,0.0065361528088058,0.0040185718498806,"Gnrh1/Id1/Hey1/Nrg1/Bmp4/Stat3/Meis1/Ednrb/Sox11/Lrp4/Nrp1/Hoxa2/Lrrk2/Slit2/Efnb2/Sema6d/Dguok/Nepro/Efna1/Mbd1/Wnt3a/Irx3/Ywhah/Fgfr3/Jag1/Epha4/Mdm2/Snapin/Appl2/Dtnbp1/Rgma/Sema6a/Sema6b/Tmem98/Wnt5a/Dixdc1/Sema3g/Arf6/Nbn/Kctd11/Fas/Ldlr/Epha3/Nr1d1/Cdk5r1/Mylip/Thy1/Foxa2/Rnf10/Trpc6/Sema3c/Dpysl3/Bcl11a/Arhgap4",54
"GO:0046620","regulation of organ growth","24/2445","118/23210",0.00117324731074043,0.00653759473707031,0.00401945837938853,"Hlx/Adrb1/Tbx2/Wnt2/Edn1/Stk4/Meis1/Fgfr2/Hey2/Gja1/Ripk1/Kcnk2/Ctdp1/Tbx5/Ahr/Pim1/Rgs2/Flvcr1/Fgf2/Smo/Sirt1/Mef2c/Nr3c1/Tgfbr1",24
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","10/2445","32/23210",0.00120300561971565,0.00665343444249846,0.00409067920193491,"Thbs1/Apln/Fgfbp1/Shisa2/Hhip/Gata3/Fuz/Spry2/Wnt5a/Spry1",10
"GO:0051150","regulation of smooth muscle cell differentiation","10/2445","32/23210",0.00120300561971565,0.00665343444249846,0.00409067920193491,"Prdm6/Bmp4/Fgfr2/Kit/Zeb1/Klf5/Cth/Ankrd17/Sod2/Sirt1",10
"GO:0060706","cell differentiation involved in embryonic placenta development","10/2445","32/23210",0.00120300561971565,0.00665343444249846,0.00409067920193491,"Krt8/Krt19/Nr2f2/Stk4/Socs3/St14/Senp2/Itgav/Snai1/Lif",10
"GO:0060977","coronary vasculature morphogenesis","10/2445","32/23210",0.00120300561971565,0.00665343444249846,0.00409067920193491,"Smad6/Fgfr2/Hey2/Nrp1/Angpt1/Pdgfrb/Lrp2/Fgf2/Spred1/Tgfbr1",10
"GO:0002756","MyD88-independent toll-like receptor signaling pathway","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Tnip3/Tlr4/Lrrfip2/Cd300lf/Tlr6/Irf7",6
"GO:0032060","bleb assembly","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Mylk/P2rx7/Prdx6/Emp3/Lpar3/Emp1",6
"GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Tnfaip3/Nfkbia/Tlr4/Irgm2/Rela/Ptpn22",6
"GO:0038094","Fc-gamma receptor signaling pathway","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Clec4d/Myo1g/Clec4e/Appl2/Fcer1g/Ptprc",6
"GO:0045820","negative regulation of glycolytic process","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Stat3/Ppargc1a/Nupr1/Ier3/Hdac4/Ddit4",6
"GO:0046642","negative regulation of alpha-beta T cell proliferation","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Arg2/Lgals9/Cd44/Cblb/Btla/Cd274",6
"GO:0061318","renal filtration cell differentiation","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Bmp4/Jag1/Basp1/Ptpro/Prom1/Klf15",6
"GO:0072112","glomerular visceral epithelial cell differentiation","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Bmp4/Jag1/Basp1/Ptpro/Prom1/Klf15",6
"GO:0072311","glomerular epithelial cell differentiation","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"Bmp4/Jag1/Basp1/Ptpro/Prom1/Klf15",6
"GO:2000484","positive regulation of interleukin-8 secretion","6/2445","13/23210",0.00120951433700454,0.00665343444249846,0.00409067920193491,"F2rl1/Tlr2/Hyal2/Wnt5a/Cd14/Cd2",6
"GO:0043525","positive regulation of neuron apoptotic process","18/2445","79/23210",0.00121907011751094,0.00669987576911491,0.00411923236053924,"Atf4/Optn/Nqo1/Nqo2/Ddit3/Itga1/Tnf/Mcl1/Fgfr3/Fas/Cdk5r1/Hdac4/Map2k4/Casp2/Fasl/Ccl3/Pawr/Nr3c1",18
"GO:0046939","nucleotide phosphorylation","22/2445","105/23210",0.00122992392398613,0.00671128656929198,0.00412624797380863,"Hk2/Myc/Stat3/Hkdc1/Ppargc1a/Bpgm/Cmpk2/Nupr1/P2rx7/Gapdh/Pfkfb2/Slc4a1/Pgk1/Ier3/Jmjd8/Foxk1/Hif1a/Hdac4/Entpd5/Ddit4/Galt/Eif6",22
"GO:0048246","macrophage chemotaxis","12/2445","43/23210",0.00123188064147735,0.00671128656929198,0.00412624797380863,"Thbs1/Ednrb/Cmklr1/Lgals3/Akirin1/Mapk3/Cx3cl1/Ccl12/Cxcl17/Ccl5/Cx3cr1/Ccl3",12
"GO:0001780","neutrophil homeostasis","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Slc7a11/Anxa1/Il6/Cd44/Hcar2/Itpkb/Ccr2/Cxcr2",8
"GO:0002834","regulation of response to tumor cell","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Pvr/Klrk1/Ceacam1/Nectin2/Cd274/Hspd1/Muc4/Klre1",8
"GO:0002837","regulation of immune response to tumor cell","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Pvr/Klrk1/Ceacam1/Nectin2/Cd274/Hspd1/Muc4/Klre1",8
"GO:0031649","heat generation","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Ptgs2/Adrb1/Apln/Ednrb/Tnf/Adrb3/Arrdc3/Ccl5",8
"GO:0032691","negative regulation of interleukin-1 beta production","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Errfi1/Tnfaip3/Pml/Zc3h12a/Nlrp3/Cptp/Apoa1/Cx3cr1",8
"GO:0034405","response to fluid shear stress","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Ptgs2/Klf2/Mtss1/Nfe2l2/P2rx7/Klf4/Mef2c/Socs5",8
"GO:0060602","branch elongation of an epithelium","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Areg/Bmp4/Fgfr2/Tnc/Spry2/Wnt5a/Rdh10/Spry1",8
"GO:0072111","cell proliferation involved in kidney development","8/2445","22/23210",0.00123229838136717,0.00671128656929198,0.00412624797380863,"Ptch1/Myc/Bmp4/Gata3/Pdgfrb/Osr1/Gpc3/Pdgfd",8
